id,character,dialogue,word_count
827,RED,LEADER Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?,16
828,BIGGS,"Sir, Luke is the best bushpilot in the outer rim territories.",11
829,RED,"LEADER I met your father once when I was just a boy.  He was a great pilot.  You'll do all right.  If you've got half of your father's skill, you'll do better than all right.",39
830,LUKE,"Thank you, sir.  I'll try.",6
831,BIGGS,"I've got to get aboard.  Listen, you'll tell me your stories when we come back.  All right?",19
832,LUKE,"I told you I'd make it someday, Biggs.",9
833,BIGGS,"You did, all right.  It's going to be like old times Luke. We're a couple of shooting stars that'll never be stopped!",25
834,CHIEF,This R2 unit of your seems a bit beat up.  Do you want a new one?,16
835,LUKE,"Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?",18
836,CHIEF,"Okay, easy she goes!",4
837,THREEPIO,"Hang on tight, Artoo, you've got to come back.",10
838,THREEPIO,"You wouldn't want my life to get boring, would you?",11
839,BEN,"Luke, the Force will be with you.",7
840,MASSASSI,"INTERCOM VOICE Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes.",15
841,RED,LEADER All wings report in.,5
842,RED,TEN Red Ten standing by.,5
843,RED,SEVEN Red Seven standing by.,5
844,BIGGS,Red Three standing by.,4
845,PORKINS,Red Six standing by.,4
846,RED,NINE Red Nine standing by.,5
847,WEDGE,Red Two standing by.,4
848,RED,ELEVEN Red Eleven standing by.,5
849,LUKE,Red Five standing by.,4
850,RED,LEADER Lock S-foils in attack position.,7
851,RED,LEADER We're passing through their magnetic field.,8
852,RED,LEADER Hold tight!,3
853,RED,LEADER Switch your deflectors on.,5
854,RED,LEADER Double front!,3
855,WEDGE,Look at the size of that thing!,7
856,RED,"LEADER Cut the chatter, Red Two.",6
857,RED,"LEADER Accelerate to attack speed.  This is it, boys!",9
858,GOLD,"LEADER Red Leader, this is Gold Leader.",7
859,RED,"LEADER I copy, Gold Leader.",5
860,GOLD,LEADER We're starting for the target shaft now.,9
861,RED,LEADER We're in position.  I'm going to cut across the axis and try and draw their fire.,19
862,WEDGE,"Heavy fire, boss!  Twenty-threedegrees.",5
863,RED,LEADER I see it.  Stay low.,6
864,LUKE,This is Red Five!  I'm going in!,8
865,BIGGS,"Luke, pull up!",3
866,BIGGS,Are you all right?,4
867,LUKE,"I got a little cooked, but I'm okay.",9
868,ASTRO-OFFICER,"We count thirty Rebel ships, Lord Vader.  But they're so small they're evading our turbo-lasers!",18
869,VADER,We'll have to destroy them ship to ship.  Get the crews to their fighters.,15
870,RED,"LEADER Luke, let me know when you're going in.",10
871,LUKE,I'm on my way in now...,7
872,RED,LEADER Watch yourself!  There's a lot of fire coming from the right side of that deflection tower.,18
873,LUKE,I'm on it.,4
874,CONTROL,"OFFICER Squad leaders, we've picked up a new group of signals.  Enemy fighters coming your way.",17
875,LUKE,My scope's negative.  I don't see anything.,9
876,RED,"LEADER Keep up your visual scanning.  With all this jamming, they'll be on top of you before your scope can pick them up.",24
877,RED,LEADER Biggs!  You've picked one up... watch it!,9
878,BIGGS,I can't see it!  Where is he?!,8
879,BIGGS,"He's on me tight, I can't shake him... I can't shake him.",15
880,LUKE,"Hang on, Biggs, I'm coming in.",7
881,LUKE,Got him!,2
882,VADER,Several fighters have broken off from the main group.  Come with me!,12
883,BIGGS,Pull in!  Luke... pull in!,5
884,WEDGE,"Watch your back, Luke!",4
885,WEDGE,"Watch your back!  Fighter's above you, coming in!",9
886,LUKE,"I'm hit, but not bad.",6
887,LUKE,"Artoo, see what you can do with it.  Hang on back there.",12
888,RED,LEADER Red Six...,3
889,RED,LEADER Can you see Red Five?,6
890,RED,"TEN There's a heavy fire zone on this side. Red Five, where are you?",15
891,LUKE,I can't shake him!,5
892,WEDGE,"I'm on him, Luke!",5
893,WEDGE,Hold on!,2
894,LUKE,Blast it!  Wedge where are you?,6
895,LUKE,"Thanks, Wedge.",2
896,BIGGS,"Good shooting, Wedge!",3
897,GOLD,LEADER Red Leader...,3
898,GOLD,LEADER ... This is Gold Leader.  We're starting out attack run.,11
899,RED,"LEADER I copy, Gold Leader.  Move into position.",8
900,VADER,Stay in attack formation!,4
901,GOLD,LEADER The exhaust post is...,5
902,GOLD,LEADER ... marked and locked in!,5
903,GOLD,LEADER Switch power to front deflection screens.,7
904,GOLD,"LEADER How many guns do you think, Gold Five?",9
905,GOLD,"FIVE I'd say about twenty guns.  Some on the surface, some on the towers.",15
906,MASSASSI,INTERCOM VOICE Death Star will be in range in five minutes.,11
907,GOLD,LEADER Switch to targeting computer.,5
908,GOLD,TWO Computer's locked.  Getting a signal.,7
909,GOLD,TWO The guns... they've stopped!,6
910,GOLD,FIVE Stabilize your rear deflectors.  Watch for enemy fighters.,9
911,GOLD,LEADER They've coming in!  Three marks at two ten.,10
912,VADER,I'll take them myself!  Cover me!,7
913,WINGMAN,"Yes, sir.",2
914,GOLD,LEADER I can't maneuver!,5
915,GOLD,FIVE Stay on target.,4
916,GOLD,LEADER We're too close.,5
917,GOLD,FIVE Stay on target!,4
918,GOLD,LEADER Loosen up!,3
919,GOLD,FIVE Gold Five to Red Leader...,6
920,GOLD,"FIVE Lost Tiree, lost Dutch.",5
921,RED,"LEADER I copy, Gold Five.",5
922,GOLD,FIVE They came from behind....,5
923,OFFICER,"We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?",18
924,TARKIN,Evacuate?  In out moment of triumph?  I think you overestimate their chances!,12
925,VOICE,"Rebel base, three minutes and closing.",6
926,RED,"LEADER Red Group, this is Red Leader.",7
927,RED,LEADER Rendezvous at mark six point one.,7
928,WEDGE,This is Red Two.  Flying towards you.,7
929,BIGGS,"Red Three, standing by.",4
930,DODONNA,"Red Leader, this is Base One.  Keep half your group out of range for the next run.",17
931,RED,"LEADER Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run.",22
932,RED,LEADER This is it!,4
933,RED,TEN We should be able to see it by now.,10
934,RED,LEADER Keep your eyes open for those fighters!,8
935,RED,TEN There's too much interference!,6
936,RED,"TEN Red Five, can you see them from where you are?",11
937,LUKE,No sign of any... wait!,5
938,LUKE,Coming in point three five.,5
939,RED,TEN I see them.,4
940,RED,LEADER I'm in range.,5
941,RED,LEADER Target's coming up!,5
942,RED,LEADER Just hold them off for a few seconds.,9
943,VADER,Close up formation.,3
944,RED,LEADER Almost there!,3
945,RED,TEN You'd better let her loose.,7
946,RED,LEADER Almost there!,3
947,RED,TEN I can't hold them!,6
948,RED,LEADER It's away!,4
949,RED,NINE It's a hit!,5
950,RED,LEADER Negative.,2
951,RED,"LEADER Negative!  It didn't go in, it just impacted on the surface.",13
952,LUKE,"Red Leader, we're right above you.  Turn to point...",10
953,LUKE,... oh-five; we'll cover for you.,7
954,RED,LEADER Stay there...,3
955,RED,LEADER ... I just lost my starboard engine.,7
956,RED,LEADER Get set up for your attack run.,8
957,DEATH,"STAR INTERCOM VOICE Rebel base, one minute and closing.",9
958,LUKE,"Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle.",17
959,WEDGE,"Right with you, boss.",4
960,BIGGS,"Luke, at that speed will you be able to pull out in time?",13
961,LUKE,It'll be just like Beggar's Canyon back home.,10
962,BIGGS,We'll stay back far enough to cover you.,9
963,WEDGE,"My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?",21
964,LUKE,Watch yourself!  Increase speed full throttle!,6
965,WEDGE,What about that tower?,4
966,LUKE,You worry about those fighters!  I'll worry about the tower!,11
967,LUKE,"Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!",16
968,WEDGE,I'm hit!  I can't stay with you.,9
969,LUKE,"Get clear, Wedge.",3
970,LUKE,You can't do any more good back there!,9
971,WEDGE,Sorry!,1
972,VADER,Let him go!  Stay on the leader!,7
973,BIGGS,"Hurry, Luke, they're coming in much faster this time. I can't hold them!",15
974,LUKE,"Artoo, try and increase the power!",6
975,BIGGS,"Hurry up, Luke!",3
976,BIGGS,Wait!,1
977,DEATH,"STAR INTERCOM VOICE Rebel base, thirty seconds and closing.",9
978,VADER,I'm on the leader.,5
979,THREEPIO,"Hang on, Artoo!",3
980,BEN,"Use the Force, Luke.",4
981,BEN,"Let go, Luke.",3
982,VADER,The Force is strong with this one!,7
983,BEN,"Luke, trust me.",3
984,BASE,"VOICE His computer's off.  Luke, you switched off your targeting computer.  What's wrong?",15
985,LUKE,Nothing.  I'm all right.,5
986,LUKE,I've lost Artoo!,4
987,MASSASSI,INTERCOM VOICE The Death Star has cleared the planet.  The Death Star has cleared the planet.,16
988,DEATH,"STAR INTERCOM VOICE Rebel base, in range.",7
989,TARKIN,You may fire when ready.,5
990,DEATH,STAR INTERCOM VOICE Commence primary ignition.,6
991,VADER,I have you now.,4
992,VADER,What?,1
993,HAN,Yahoo!,1
994,WINGMAN,Look out!,2
995,HAN,"You're all clear, kid.",5
996,HAN,Now let's blow this thing and go home!,9
997,INTERCOM,VOICE Stand by to fire at Rebel base.,8
998,INTERCOM,VOICE Standing by.,3
999,HAN,"Great shot, kid.  That was one in a million.",9
1000,BEN,"Remember, the Force will be with you... always.",8
1001,LEIA,Luke!  Luke!  Luke!,3
1002,HAN,Hey!  Hey!,2
1003,LUKE,I knew you'd come back!  I just knew it!,10
1004,HAN,"Well, I wasn't gonna let you get all the credit and take all the reward.",16
1005,LEIA,"Hey, I knew there was more to you than money.",10
1006,LUKE,"Oh, no!",2
1007,THREEPIO,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?",16
1008,TECHNICIAN,We'll get to work on him right away.,9
1009,THREEPIO,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them.",19
1010,LUKE,He'll be all right.,5
