"id","senador","text","rol","genero","palabras"
"190","Ledesma Abdala","vaya redondeando por favor senador","presidente","Mujeres",5
"191","Weretilneck","ya presidenta","senador","Hombres",2
"192","Ledesma Abdala","por el tiempo","presidente","Mujeres",3
"193","Weretilneck","en cuanto al artículo 10 proponemos que en la reglamentación quede establecido en lo que es la objeción de conciencia que el personal de salud no podrá negarse a la realización de la interrupción del embarazo en caso de emergencia cuando la práctica deba realizarse en forma urgente pues su no realización inmediata pondrá en riesgo su salud física o la vida de la persona gestante en síntesis presidenta convencido desde lo personal y desde todo punto de vista de que es absolutamente necesario e imprescindible sancionar este proyecto de ley como respuesta a toda una demanda a toda una movilización y a todo un cambio que se está dando en nuestra sociedad y con las modificaciones ya sea en el veto parcial como en la reglamentación voy a aprobar en general y en particular este proyecto de ley de interrupción voluntaria del embarazo muchas gracias","senador","Hombres",146
"194","Ledesma Abadala","gracias senador tiene la palabra senador romero","presidente","Mujeres",7
"195","Romero","muchas gracias","senador","Hombres",2
"196","Ledesma Abadala","perdón estamos en los cierres ya eso quería aclarar continúe senador","presidente","Mujeres",11
"197","Romero","muchas gracias hace poco más de dos años nos encontrábamos debatiendo este mismo tema en un contexto diferente allí fijé una posición ante un proyecto de ley que venía en revisión que era malo hoy estamos ante un proyecto de ley que no es mejor que aquel este es un proyecto de ley más extremo más difuso a diferencia de aquel momento donde el entonces gobierno propició un debate sin presionar aquí se trata de un proyecto de ley enviado por el poder ejecutivo y presentado a la ciudadanía por la secretaría legal y técnica de la presidencia obviamente confirmó lo que muchos sabían que este es un compromiso de campaña y que cuenta con todo el respaldo del presidente fernández y este respaldo se ha visto en su desvelo para alinear la voluntad de muchos indecisos por eso yo no entiendo no entendemos las palabras de algunos legisladores senadores y diputados del oficialismo sectores de la iglesia o colaboradores certeros del triunfo de la fórmula que hoy gobierna que se rasgan las vestiduras explicando que este proyecto de ley mata personas que es inconstitucional que va en contra de la constitución y de los tratados internacionales que es un crimen matar personas por eso yo me pregunto toda esta gente que es del oficialismo o apoyó al oficialismo que trabajaron para que llegara a la presidencia su actual titular no escucharon no estudiaron que esto fue prometido en campaña todos sabemos que hasta el papa francisco colaboró decididamente con el sector que gobierna el país desde la promoción de la unidad del peronismo al armado de la misma fórmula presidencial sabemos de las visitas de la actual vicepresidenta en más de tres ocasiones a santa marta en roma la mutua simpatía las señales de apoyo al proyecto kirchnerista las declaraciones críticas del santo padre a los jueces federales y a los medios hegemónicos según les llamó a los que acusó de decidir los destinos de los argentinos esto fue publicado el 1808 del año pasado pero fue también el observatorio de la deuda social de la uca de la universidad católica que colaboró con este armado cuando adelantó la cifra de la pobreza el año pasado cuando dijo públicamente que la pobreza que dejaba macri era de 408 y había un 89 de indigentes este fue el informe del tercer trimestre del 2019 del observatorio de la deuda social de la universidad católica mostró una dura realidad sin duda la de la desocupación pero luego tuvo que rectificar esa cifra si hasta el propio titular del observatorio agustín salvia un hombre prestigioso tuvo que expresar que la medición fue errada y que no era del 40 sino del 326 y del 34 es decir la uca se había equivocado en ocho puntos tampoco podemos dejar de mencionar el trabajo que vienen efectuando diversos grupos de curas denominados en la opción por los pobres yo pensé que los curas deberían trabajar para todos son los llamados curas villeros que son una especie de tercermundismo tardío la actual vicepresidenta se juntó con ellos en 2016 en la isla maciel donde se comprometieron los curitas estos a acompañar la propuesta de un frente y fueron ellos los que pidieron encontrarse en 2017 estos mismos curitas publicaron una solicitada pidiendo lo que ellos llaman liberación de presos políticos mire quiénes eran los presos políticos para los curitas nada menos que milagro sala y amado boudou y así en el 18 y en el 19 también tuvieron muchas actuaciones como apoyar al gobernador kicillof el presidente fernández los visitó a los curas y les prometió trabajar en conjunto en septiembre del 19 antes de las elecciones en marzo de este año fueron recibidos estos curitas en olivos dialogaron sobre el esfuerzo alimentario es decir por todo lo aquí mencionado son partes responsables de lo que hoy estamos votando y de lo que vive el pueblo argentino no nos olvidemos de la presentación del consejo federal argentino contra el hambre acompañaron a alberto fernández el obispo de quilmes el presidente de caritas el mencionado titular del observatorio de la uca el premio nobel de la paz adolfo pérez esquivel bernardo affranchino de la iglesia cristo para todos es decir entre todos nuevamente aceptaron y facilitaron la foto con quienes sabían que había prometido la ley que estamos tratando y que se interprete bien no estoy diciendo que estoy en contra de la anunciada política contra el hambre sino que parece que el hambre en la argentina se acabó desde que llegó esta gente al gobierno pero en mi provincia siguen muriendo niños wichis por desnutrición también participaron para que hoy quienes gobiernen lleguen aquellos que distrajeron votos como el sector político de gómez centurión que en salta nos restaron 4 puntos con un discurso antiaborto yo me pregunto de qué les sirvió a aquellos que engañados los votaron y ellos que engañaron a la gente muchos votantes que discursivamente en redes sociales defienden las dos vidas por ahí sabiendo que esto iba a pasar respaldaron la fórmula que hoy gobierna por otra parte también valoro desde el punto de vista de quienes están a favor de esta ley que este sea un compromiso de campaña y que el gobierno lo esté cumpliendo porque obviamente que es bueno que se cumplan los compromisos de campaña pero también les digo a aquellos que colaboraron que los he enumerado a aquellos que hoy se desgarran las vestiduras por la ley y que apoyaron que este gobierno llegue les debo decir crudamente que tienen lo que se merecen de aprobarse esta ley ahora también sería bueno que una vez agotado este tema se cumplan otras promesas electorales del actual gobierno volver a hacer funcionar la economía reactivar el mercosur acelerar el crecimiento de las exportaciones terminar con el hambre construir viviendas recomponer el ingreso a los jubilados hoy justamente diputados trató una quita de las futuras actualizaciones porque está sucediendo todo lo contrario a lo que prometieron estamos atravesando uno de los momentos más difíciles el hambre la desocupación la cuarentena mal dispuesta el peso de 42000 argentinos muertos la pobreza que ha trepado a casi al 50 por ciento la inflación la inseguridad y hoy estamos discutiendo esta ley que no ayuda a la unidad por qué porque es una ley que nos obliga a decir sí o no se hizo desaparecer o no existió la posibilidad de mejorar una ley de acercar posiciones consensuar un mecanismo que eliminó la posibilidad de encontrar tonos grises y no un blanco y negro esta división esperemos que agotado este tema nos lleve a un camino de buscar acuerdos en otros temas que vienen yo digo que debemos después de que esta ley se trate y si llegara a ser aprobada tener la voluntad y la conducta de dar por terminado el tema y respetar la voluntad mayoritaria que hoy se exprese acá no ayuda el tema de decir que vamos a ayudar a través de la educación para la implementación de la ley o a evitar situaciones desagradables para las madres o las futuras madres pero tenemos cerradas las escuelas el acceso a las oportunidades educativas ha sido lamentable este año de ninguna manera se ha garantizado ni hay garantías cerramos las escuelas las tuvimos cerradas sin importar si existía o no conectividad para todos los educandos en este país para los pobres para los que viven distantes de los servicios solo pudo recibir educación la gente de los centros urbanos importantes la de los colegios privados hemos acentuado la desigualdad las medidas de confinamiento y distanciamiento social así como las restricciones de movilidad las aduanas internas que se crearon en cada pueblo han generado más riesgo de violencia contra las mujeres y las niñas el aislamiento ha generado barreras adicionales en el acceso a los servicios esenciales el gobierno considera que la ley es un reclamo colectivo de las mujeres que es para bienestar de ellas pensando en ellas pero esto es una visión parcializada la cuarentena o la pandemia profundizan el estrés económico y social se ha intensificado la violencia contra las mujeres en el ámbito doméstico en la calle y se ha visto esto en la cantidad de femicidios durante este año los perpetradores pueden estar atravesando situaciones de desempleo y de inestabilidad económica extrema aumentan la frecuencia y la severidad de la violencia no nos olvidemos de la liberación de presos muchos de ellos condenados por delitos sexuales sabemos que persisten barreras que impiden que las mujeres puedan acceder ya a la justicia a los servicios de atención la atención ha sido interrumpida las instituciones y los gobiernos locales se han visto solamente abocados a la crisis a hacer cumplir las medidas de aislamiento social con un mecanismo policíaco en todo el país eso trajo una mayor impunidad para los violentos sabemos también que la segmentación del mercado laboral sigue operando en contra en detrimento de las mujeres si bien la desigualdad de género es reconocida y repudiada cada vez más por la sociedad cuantificar la magnitud de esas diferencias de las que somos todos conscientes es sumamente necesario si se quiere plantear un cambio serio y empoderar de verdad a las mujeres la dirigencia política de los partidos tiene la obligación de generar el consenso necesario para sacar al país adelante no se supo para esta ley abrir un diálogo no hubo participación de las fuerzas políticas solamente se discutió el aborto y la legitimidad o no de la interrupción voluntaria de la vida humana en el estado inicial de su desarrollo existen puntos de vista diferentes encontrados diversos y divergentes se trató todo en forma además con este aislamiento y con estas sesiones virtuales que impiden el diálogo presencial el debate personal además lo hacemos en un trasnoche ex profeso qué necesidad tenemos de debatir y votar esta ley a la madrugada ocultos en las sombras de la noche por razones de seguridad me dijeron es una barbaridad que esto sea así deberíamos tener un sistema de más cooperación para el tratamiento de estos proyectos escuchar la diversidad de opiniones por supuesto que como dije en el debate de 2018 no quiero ver mujeres imputadas o criminalizadas este tema debería haberse visto también por separado no debería haber un tratamiento basado en el eslogan basado en la publicidad sino que deberíamos ver con sensibilidad y profundidad la dignidad y el respeto que la mujer se merece sin dejar de observar el otro ángulo el de los abortos clandestinos y sus riesgos una realidad tan dolorosa es fundamental decir que necesitamos que nuestros jóvenes tengan acceso a una educación sexual en las escuelas algo que no se aplica en todas las provincias por igual no se está cumpliendo en todos lados se debe trabajar en la prevención así como en el acompañamiento como el caso de la ley llamada de los mil días a la que seguramente hay que dotarla de presupuesto de partidas y sacarle con la reglamentación esa generalidad que tiene para convertirla en un instrumento útil para el apoyo a aquellas mujeres en su proceso de embarazo deseado de esa manera vamos a ir minimizando la desigualdad social y las falencias en el sistema de salud y en la educación por último repito que esta ley no es la adecuada no hubo suficiente consenso es un tema delicado que hubiera merecido un acuerdo amplio sin interferencias ni presiones fundo y confirmo mi voto negativo viendo esa contradicción que existe entre lo que es lo que debe ser y lo que hoy mayoritariamente la gente de salta mis representados creen que debo representar me debo a ellos cuando me dieron sus votos la última vez el año pasado sabían que esta era mi posición reivindico el valor de la palabra y el de la representación eso está por encima de otros valores sólo cumplo con lo que me comprometí eso me lleva también a entender y a respetar la posición de quienes votan y están a favor que de aprobarse o no debemos respetar la voluntad que en mayoría se exprese aquí esta madrugada muchas gracias","senador","Hombres",2023
"198","Ledesma Abdala","muchas gracias senador continuando con los cierres tiene la palabra senadora elías de perez","presidente","Mujeres",14
"199","Elías de Perez","gracias presidenta hace dos años como recordaba recién el senador preopinante discutíamos en este mismo senado una ley también de interrupción voluntaria del embarazo en aquella oportunidad fundaba la misma convicción que tengo hoy presidenta que toda vida vale y cuando digo esto digo toda la vida toda sin discriminación entre deseados o no deseados sin que importe el color de la piel sin que importe la clase social sin que importe si se trata de una persona del interior o de la capital toda vida vale y por lo tanto presidenta tiene que ser cuidada y protegida después de esta noche en la que probablemente se transforme en ley si es que esto ocurre lisa y llanamente significará que el estado ha tirado la toalla en esta pelea por la vida presidenta no hay que confundirse este proyecto no trae nuevas libertades no las trae libertad de decidir tampoco trae nuevos derechos presidenta lo que sí nos trae esta ley lamentablemente es la negación del acceso a la vida durante todo el día de hoy los senadores y las senadoras que tienen mi misma convicción han fundamentado in extenso desde el punto de vista científico constitucional y político cuál es el motivo por el que nosotros rechazamos esta ley que hoy se nos propone desde el punto de vista científico si estuviéramos en la época de sócrates sería normal que se dé este tipo de discusión y que podamos elucubrar cuándo comienza la vida pero no hoy presidenta hoy ya la ciencia los avances tecnológicos han demostrado absolutamente que la vida empieza en el momento de la concepción entonces esa vida que empieza en el momento de la concepción que tiene un adn distinto que es otra persona merece ser respetada presidenta mire nos han querido decir que era un montón de células que era un fenómeno que era esa cosa que crece en el vientre materno y esa cosa es una vida y esa vida aunque incipiente lo es presidenta aunque es una vida en desarrollo es una vida y si lo es es un fin en sí mismo presidenta no es un objeto no es algo no es algo que se pueda comprar vender desechar es alguien por lo tanto tiene que ser respetado no existe gradualidad en la personalidad se es persona o no se es persona y esto es clave no podemos decir que alguien es más persona que otro nuestras normativas nuestra constitución nuestro código civil lo dejan absolutamente en claro presidenta en lo constitucional y legal muchos de los senadores preopinantes especialmente el senador mera han desmenuzado la parte constitucional pero lo que podemos decir es que no existe ningún derecho que sea más protegido en el derecho tanto en las normativas nacionales como internacionales que el derecho a la vida del niño y es normal que pase esto presidenta claro que es normal si los niños son lo más vulnerable que tenemos en la sociedad y merecen tener una protección especial este proyecto lamentablemente no pasa ningún test de constitucionalidad ni tampoco de convencionalidad presidenta como ya lo han expresado hemos tenido la suerte de que la argentina ha tenido los máximos niveles de protección de la vida por nacer los máximos niveles y lo ha hecho en la propia constitución y lo ha hecho en los propios tratados internacionales que tienen rango constitucional y todas las leyes que sanciona este congreso nos guste o no nos guste siempre tienen que respetar los principios los derechos y las garantías de la constitución porque justamente la constitución es ese límite ese dique de contención esa valla que impide que las mayorías circunstanciales puedan avanzar sobre un derecho que se considera esencial presidenta mire el maestro luigi ferrajoli cuando se refería a los derechos protegidos en la constitución decía con claridad que son indecidibles no pueden ser decididos por nosotros son inobjetables inamovibles son intocables presidenta y esto es lo que hoy aquí no se quiere entender siempre se dice que en el derecho hay dos bibliotecas pero en este tema hay una sola biblioteca presidenta no hay ninguna constitución en todo el mundo que tenga el derecho al aborto no hay ninguno de los tratados internacionales con rango constitucional que tenga nuestro país que proteja el derecho al aborto pero sí el derecho a la vida desde la concepción las recomendaciones de los organismos internacionales son eso son recomendaciones no obligan a un país un país como el nuestro solamente está obligado por la constitución por las reservas por las declaraciones que este congreso ha votado y ha decidido los estados se obligan con lo que se han obligado presidenta y nuestro estado se ha obligado a preservar la vida desde la concepción es entonces absurdo y contradictorio si el estado se obliga a respetar y a proteger la vida desde la concepción es contradictorio que hoy nos presenten este proyecto en donde lamentablemente se elimina a un ser humano mientras está en gestación presidenta no es posible tampoco hacer una ponderación jurídica de dos derechos como se ha dicho aquí en reiteradas oportunidades tratamos de ponderar por un lado la autonomía de la voluntad de la mujer y por el otro lado la vida de un niño la verdad es que tienen distintas escalas tan grandes que no se pueden realmente ponderar pero además porque uno de los derechos nosotros lo fulminamos con este proyecto y cuando yo fulmino uno de los derechos entonces no puedo verdaderamente ponderarlo desde lo político presidenta todos sabemos que las sociedades se organizan fundamental y principalmente para defender a los más vulnerables para defender a las minorías sobre el poder frente a las mayorías y es absurdo pensar que hoy el estado pueda llegar a decidir quién es persona y quién no lo es quién vive y quién no vive me pregunto entonces quién puede tener semejante poder que pueda subirse a un pedestal y desde ahí decir este es persona aquel no lo es este continúa viviendo aquel no continúa viviendo quién puede subirse a ese pedestal será el presidente de la nación será la secretaria legal y técnica será alguno de los ministros seremos nosotros por supuesto que no presidenta se discute y se ha discutido en las comisiones si es la semana 12 la semana 14 el ministro de salud ha entrado en ese tema y ha dicho que en algunos estados se considera que la vida empieza a partir de la semana 12 en otros desde la semana 14 y cuando él decía eso yo pensaba qué pasará con un feto de la semana 13 si de pronto cruza la frontera de un país a otro país en un país será persona y en el otro país no será persona es absurdo no claro que es absurdo por supuesto que es absurdo señora presidenta el código civil lo dice clarísimo se es persona desde el momento de la concepción un argumento falaz que se ha repetido también muchas veces es que nosotros hacemos este planteo desde nuestras posturas y creencias religiosas y durante toda la tarde hemos dado todo tipo de explicaciones y argumentos científicos constitucionales políticos y desde allí es desde donde estamos haciendo nuestro análisis salvo que alguno de ustedes se confunda y crea que la constitución es la biblia la torá o el corán no lo sé presidenta lo que sí sé es que el derecho a la vida es el derecho más importante de todos el anterior a todo el resto de los derechos y por eso no podemos definirlo por una simple mayoría circunstancial no podemos ponerlo en peligro por una simple mayoría circunstancial por eso es que se necesitarían mayorías agravadas de ambas cámaras para poder retroceder en lo que ya argentina ha dado varios pasos adelante para proteger a la vida desde el momento de la concepción no podemos hablar de una democracia sana y pujante cuando en distintas circunstancias una mayoría que también es circunstancial puede avanzar sobre la vida de los más vulnerables sobre la vida de los que no tienen nombre sobre la vida de los que no tienen voz porque parecería que la democracia ahí se transforma en pesadilla presidenta y no nos cabe duda a ninguno de que el aborto es una tragedia lo han dicho de un lado y del otro hasta el cansancio que no resuelve nada por el contrario deja a la mujer sola le suma una vulnerabilidad más y esto es lamentable es importante que nos interroguemos sobre la calidad de políticas públicas que nosotros le proponemos a la argentina y cuando uno propone una política pública tiene la obligación de hacer una valoración ética de esta y ver cuál es la filosofía misma que está quizás abajo o dentro de lo que lleva a que nosotros tomemos la decisión de implementar tal o cuál política pública es analizar su núcleo axiológico presidente al desconocer la dignidad de la persona por nacer lamentablemente se desconoce la dignidad de la persona humana y la dignidad de la persona humana no tiene banderas políticas nada justifica que una persona sea dejada a merced de otra para que por su propia voluntad pueda definir terminar con su vida cuánto dolor hace falta en la argentina para que entendamos esto cuánto dolor ya hemos tenido suficiente como para poder aprender cuánto vale la vida dijimos ya que el aborto es un verdadero horror que hoy quieren presentar como un derecho pero aparte de esto se han empecinado en hacer una ley muy mala un proyecto muy malo este proyecto fomenta el aborto y deja a los médicos solos porque la objeción de conciencia es tan enredada que verdaderamente termina en algunos momentos obligando al médico a hacer lo que no quiere o no está dispuesto en su conciencia a hacer por otro lado penaliza a los médicos no me olvido todavía de rodríguez lastra y de todo lo que tuvo que pasar por salvar una vida presidenta no permite este proyecto que se dé toda la información a la madre sino que solamente debe darse la información atinente al aborto tampoco tiene en cuenta la objeción institucional y obliga a las instituciones a actuar en contra de su propio ideario tipifica un no delito es muy raro esto y avasalla las autonomías provinciales en esta casa que representa a las provincias avasalla las autonomías provinciales cuando pone la ley como de orden público en mi provincia la vida desde la concepción está protegida en la propia constitución provincial presidenta por qué estamos entonces empeñados en convertir el lugar que debiera ser el más seguro de cualquier ser humano que es el vientre materno en un lugar de terror por qué presidenta la verdad es que si hoy llegan a tener los votos que todo indica que los van a tener esta ley va a ser inconstitucional y sin duda van a presentar a lo largo y a lo ancho de la argentina recursos hasta que cualquier juez la declare inconstitucional pero lo que es importante también decir es que si hoy se han alcanzado algunos votos les diría que han cedido a la presión antes que a la convicción otros estaban verdaderamente convencidos y los votos los tienen pero lo que tienen que saber también es que la verdadera mayoría es una mayoría de mujeres hombres jóvenes que han llenado nuestros pueblos nuestras ciudades nuestras provincias que con su corazón celeste han teñido a la argentina de norte a sur de este a oeste que siguen apostando por la vida presidenta que hace horas y horas están ahí en la plaza muchos de ellos han viajado kilómetros y kilómetros para hoy día estar aquí y que hace días y días nos piden a cada uno de nosotros que no bajemos los brazos por eso a ellos les digo que esto no está perdido que esto recién comienza porque la batalla por la vida no se pierde nunca presidenta y sabe una cosa la fuerza de la vida la fuerza de la vida siempre gana gracias presidenta","senador","Mujeres",2016
"200","Fernández de Kirchner","gracias señora senadora tiene la palabra el senador naidenoff","presidente","Mujeres",9
"201","Petcoff Naidenoff","muchas gracias presidenta está claro que este no es un cierre más en mi caso no voy a cerrar en representación del interbloque tampoco ni siquiera de la coalición de la cual mi partido forma parte","senador","Hombres",36
"202","Fernández de Kirchner","perdón senador un minutito por favor vamos a pedirles a las personas que están en los palcos si pueden guardar silencio por favor para escuchar a los oradores muchas gracias adelante","presidente","Mujeres",31
